order_id,scheduled_date,lon,lat,city,service_time_min,priority,datetime_ingestion
ord-8c14a1ea,2025-10-14,-9.132722,38.731904,lisboa,10,high,2025-10-21 22:26:34.029051+00:00
ord-92803097,2025-10-14,-7.927821,40.644247,viseu,10,low,2025-10-21 22:26:34.029051+00:00
ord-ff80430b,2025-10-14,-7.888696,37.995207,beja,20,high,2025-10-21 22:26:34.029051+00:00
ord-012d0f45,2025-10-14,-7.503424,39.811459,castelo branco,15,high,2025-10-21 22:26:34.029051+00:00
ord-4163d756,2025-10-14,-8.707729,39.225537,santarém,15,high,2025-10-21 22:26:34.029051+00:00
ord-1c2fa534,2025-10-14,-7.918192,40.662782,viseu,10,normal,2025-10-21 22:26:34.029051+00:00
ord-6611fe43,2025-10-14,-8.671215,40.627137,aveiro,15,high,2025-10-21 22:26:34.029051+00:00
ord-4a11983a,2025-10-14,-8.808651,39.742348,leiria,15,high,2025-10-21 22:26:34.029051+00:00
ord-2f8c1f66,2025-10-14,-6.730139,41.806719,bragança,20,normal,2025-10-21 22:26:34.029051+00:00
ord-aa547e35,2025-10-14,-8.423318,41.560977,braga,15,high,2025-10-21 22:26:34.029051+00:00
ord-969a8901,2025-10-14,-8.921648,38.513557,setúbal,5,high,2025-10-21 22:26:34.029051+00:00
ord-8f99f192,2025-10-14,-8.888625,38.534924,setúbal,10,normal,2025-10-21 22:26:34.029051+00:00
ord-210d7a58,2025-10-14,-7.423109,39.313343,portalegre,10,high,2025-10-21 22:26:34.029051+00:00
ord-9f2cf692,2025-10-14,-7.253913,40.536969,guarda,5,normal,2025-10-21 22:26:34.029051+00:00
